ENSGID,Condition_A
ENSG00000113924,-1.769980951
ENSG00000260179,-1.779449302
ENSG00000162572,-1.784562264
ENSG00000280184,-1.787834012
ENSG00000244257,-1.790698211
ENSG00000277149,-1.800041069
ENSG00000242574,-1.800223915
ENSG00000234537,-1.800560374
ENSG00000250251,-1.806034264
ENSG00000272320,-1.80632013
ENSG00000231827,-1.807089355
ENSG00000198523,-1.807932607
ENSG00000248527,-1.810893719
ENSG00000102886,-1.811078354
ENSG00000287392,-1.811104662
ENSG00000258648,-1.811871255
ENSG00000279821,-1.812104554
ENSG00000261924,-1.814335493
ENSG00000279840,-1.821776192
ENSG00000142102,-1.821852144
ENSG00000226167,-1.825588735
ENSG00000288704,-1.827970931
ENSG00000286050,-1.829588581
ENSG00000241255,-1.83211599
ENSG00000179921,-1.840084832
ENSG00000254419,-1.842395241
ENSG00000258525,-1.844861723
ENSG00000073605,-1.845916695
ENSG00000160862,-1.850358442
ENSG00000251461,-1.855326333
ENSG00000189350,-1.856528821
ENSG00000249150,-1.856900681
ENSG00000177943,-1.859361663
ENSG00000184470,-1.859772466
ENSG00000247498,-1.864981351
ENSG00000205592,-1.882707922
ENSG00000251598,-1.883698913
ENSG00000236494,-1.885938682
ENSG00000231466,-1.885986201
ENSG00000148584,-1.888871081
ENSG00000273369,-1.899712918
ENSG00000163453,-1.901073906
ENSG00000240291,-1.902608039
ENSG00000240184,-1.90365251
ENSG00000253230,-1.904639835
ENSG00000075826,-1.922807378
ENSG00000286467,-1.93046321
ENSG00000204644,-1.931947188
ENSG00000259498,-1.936243335
ENSG00000231132,-1.939069621
ENSG00000227733,-1.94179399
ENSG00000237886,-1.943192521
ENSG00000180116,-1.950528754
ENSG00000171811,-1.9558213
ENSG00000180279,-1.958763293
ENSG00000264462,-1.964009036
ENSG00000213903,-1.972045486
ENSG00000284485,-1.97281364
ENSG00000244694,-1.982295027
ENSG00000272316,-1.987483005
ENSG00000255580,-1.987839973
ENSG00000254995,-1.995334317
ENSG00000248015,-2.013686979
ENSG00000248319,-2.019055133
ENSG00000254510,-2.021902371
ENSG00000203987,-2.028042038
ENSG00000276107,-2.031439108
ENSG00000132517,-2.034157846
ENSG00000172803,-2.040917825
ENSG00000279531,-2.047348348
ENSG00000279670,-2.059143824
ENSG00000181085,-2.06298031
ENSG00000230426,-2.071685093
ENSG00000278041,-2.072304243
ENSG00000173250,-2.077132992
ENSG00000206417,-2.104732364
ENSG00000273576,-2.111502978
ENSG00000183831,-2.111806873
ENSG00000106089,-2.114627308
ENSG00000131849,-2.11770998
ENSG00000167476,-2.120194659
ENSG00000228526,-2.124590663
ENSG00000285244,-2.13825901
ENSG00000136881,-2.138286703
ENSG00000118194,-2.140294373
ENSG00000261786,-2.140889155
ENSG00000185101,-2.143217774
ENSG00000274422,-2.146977709
ENSG00000135638,-2.162301883
ENSG00000215252,-2.162778861
ENSG00000205181,-2.174244752
ENSG00000154760,-2.178557258
ENSG00000251504,-2.202495615
ENSG00000286735,-2.22286388
ENSG00000106526,-2.242276737
ENSG00000249755,-2.260231599
ENSG00000230562,-2.268948839
ENSG00000139915,-2.283247798
ENSG00000129538,-2.306548956
ENSG00000221962,-2.326123639
ENSG00000187715,-2.331123784
ENSG00000273175,-2.342756139
ENSG00000169247,-2.34380913
ENSG00000254297,-2.361657164
ENSG00000245532,-2.404867928
ENSG00000255666,-2.40917328
ENSG00000188305,-2.412028498
ENSG00000282988,-2.424342704
ENSG00000140090,-2.43634261
ENSG00000251095,-2.496984194
ENSG00000012223,-2.507164599
ENSG00000180934,-2.519782458
ENSG00000120738,-2.523028059
ENSG00000099840,-2.524578148
ENSG00000198865,-2.572715619
ENSG00000172123,-2.595647514
ENSG00000230937,-2.597254825
ENSG00000256745,-2.604289355
ENSG00000115507,-2.75265515
ENSG00000254951,-2.761395027
ENSG00000272817,-2.849824898
ENSG00000214252,-2.910035718
ENSG00000267102,-3.016582183
ENSG00000286339,-3.051244603
ENSG00000118137,-3.216240572
ENSG00000240253,-3.448347192
ENSG00000125730,-3.504299887
ENSG00000115828,-3.587714279
ENSG00000254946,-3.817977368
ENSG00000002745,-3.822161073
ENSG00000242242,-4.07419434
ENSG00000196653,-4.111084962
ENSG00000188393,-4.120338028
ENSG00000204007,-4.282069999
ENSG00000231747,-4.345932396
ENSG00000081277,-4.351989253
ENSG00000105205,-4.462492281
ENSG00000141968,-4.991995817
ENSG00000184897,-5.195426257
ENSG00000143107,-5.299164182
ENSG00000167785,-5.362359795
ENSG00000129824,-10.51315109
